Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color
"Seat Ateca, ","Seat Ateca, ",1.5 TSI  Style,23.999 €,Gasolina,05.2021,31.583 km,150 CV / 110 kW,5,Cambio tipo automático,Gris
"Honda CR-V, ","Honda CR-V, ",2.0 i-MMD Hybrid Elegance 2WD,27.499 €,Híbrido,03.2019,31.851 km,184 CV / 135 kW,5,Cambio tipo automático,Azul
"Toyota C-HR, ","Toyota C-HR, ",1.8 Hybrid Advance,20.699 €,Híbrido,10.2018,32.404 km,122 CV / 90 kW,5,Cambio tipo automático,Gris
"Seat Ibiza, ","Seat Ibiza, ",1.2 TSI Reference,10.099 €,Gasolina,07.2016,32.471 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Kia Sportage, ","Kia Sportage, ",1.6 GDI Concept,17.399 €,Gasolina,12.2019,32.821 km,132 CV / 97 kW,5,Cambio tipo manual,Blanco
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost ST-Line,19.099 €,Gasolina,10.2019,33.267 km,125 CV / 92 kW,5,Cambio tipo automático,Gris
"Citroen C 3, ","Citroen C 3, ",1.5 Blue-HDi Feel,13.699 €,Diésel,11.2020,33.339 km,102 CV / 75 kW,5,Cambio tipo manual,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe Serie Limitada Aniversario ,12.899 €,Gasolina,06.2020,33.498 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Tonic,8.399 €,Gasolina,10.2015,33.564 km,82 CV / 60 kW,5,Cambio tipo manual,Plata
"Kia Stonic, ","Kia Stonic, ",1.2 Concept,14.399 €,Gasolina,11.2019,33.643 km,85 CV / 62 kW,5,Cambio tipo manual,Rojo
"Opel Corsa, ","Opel Corsa, ",1.4 Selective,10.399 €,Gasolina,08.2018,33.940 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Kia Picanto, ","Kia Picanto, ",1.0 Concept,9.999 €,Gasolina,03.2019,34.243 km,67 CV / 49 kW,5,Cambio tipo manual,Blanco
"Citroen C4, ","Citroen C4, ",1.6 Blue-HDi Feel Edition,10.999 €,Diésel,04.2015,34.329 km,100 CV / 73 kW,5,Cambio tipo manual,Negro
"Land Rover Evoque, ","Land Rover Evoque, ",D180 SE,36.299 €,Híbrido,02.2020,34.647 km,179 CV / 132 kW,5,Cambio tipo automático,Gris
"Peugeot 5008, ","Peugeot 5008, ",1.5 Blue-HDi GT Line,25.399 €,Diésel,07.2019,35.603 km,130 CV / 96 kW,5,Cambio tipo manual,Gris
"Dacia Duster II, ","Dacia Duster II, ",1.3 TCe Prestige,15.099 €,Gasolina,10.2019,35.713 km,131 CV / 96 kW,5,Cambio tipo manual,Gris
"Renault Clio, ","Renault Clio, ",0.9 Energy Zen,11.299 €,Gasolina,03.2018,35.756 km,90 CV / 66 kW,5,Cambio tipo manual,Rojo
"Mercedes-Benz Clase CLA, ","Mercedes-Benz Clase CLA, ",CLA 200 d,23.599 €,Diésel,01.2017,35.837 km,135 CV / 100 kW,4,Cambio tipo manual,Blanco
"Volkswagen up!, ","Volkswagen up!, ",1.0 High up! BlueMotion,8.999 €,Gasolina,05.2017,36.605 km,60 CV / 44 kW,5,Cambio tipo manual,Blanco
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Active,9.399 €,Gasolina,11.2015,36.620 km,82 CV / 60 kW,5,Cambio tipo manual,Gris
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 Essence,20.599 €,Gasolina,06.2020,36.795 km,132 CV / 97 kW,5,Cambio tipo manual,Gris
"Nissan Qashqai, ","Nissan Qashqai, ",1.5 dCi N-Tec,20.599 €,Diésel,01.2020,36.970 km,116 CV / 85 kW,5,Cambio tipo manual,Gris
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Style,9.299 €,Gasolina,08.2016,36.974 km,82 CV / 60 kW,5,Cambio tipo manual,Gris
"Opel Astra, ","Opel Astra, ",1.4 Selective,14.899 €,Gasolina,07.2019,37.573 km,125 CV / 92 kW,5,Cambio tipo manual,Azul
"Opel Corsa, ","Opel Corsa, ",1.3 Expression,6.899 €,Diésel,08.2012,37.647 km,75 CV / 55 kW,5,Cambio tipo manual,Gris
"Suzuki Vitara, ","Suzuki Vitara, ",1.4 BoosterJet TURBO S 4x4,17.199 €,Gasolina,08.2018,37.707 km,140 CV / 103 kW,5,Cambio tipo automático,Gris
"MINI MINI, ","MINI MINI, ",Cooper,17.899 €,Gasolina,04.2019,38.367 km,135 CV / 100 kW,5,Cambio tipo manual,Beige
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid Active,14.599 €,Híbrido,05.2019,38.420 km,75 CV / 55 kW,5,Cambio tipo automático,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.0 Style,11.299 €,Gasolina,04.2018,38.571 km,75 CV / 55 kW,5,Cambio tipo manual,Gris
"Seat Mii, ","Seat Mii, ",1.0 Chic,7.499 €,Gasolina,10.2016,38.587 km,75 CV / 55 kW,5,Cambio tipo manual,Negro
"Kia Rio, ","Kia Rio, ",1.2 Concept,11.599 €,Gasolina,12.2020,39.783 km,85 CV / 62 kW,5,Cambio tipo manual,Blanco
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.6 TDI Sport BMT,14.599 €,Diésel,09.2015,39.906 km,110 CV / 81 kW,5,Cambio tipo automático,Plata
"Opel Adam, ","Opel Adam, ",1.4 XEL Jam,8.099 €,Gasolina,04.2014,40.245 km,87 CV / 64 kW,3,Cambio tipo manual,Amarillo
"Alfa Romeo Giulietta, ","Alfa Romeo Giulietta, ",1.6 JTD Super,13.899 €,Diésel,08.2018,40.254 km,120 CV / 88 kW,5,Cambio tipo manual,Azul
"Mazda CX 3, ","Mazda CX 3, ",2.0 Skyactiv-G Evolution,17.199 €,Gasolina,11.2018,40.627 km,121 CV / 89 kW,5,Cambio tipo manual,Blanco
"Hyundai i10, ","Hyundai i10, ",1.0 Klass,8.999 €,Gasolina,03.2017,40.910 km,67 CV / 49 kW,5,Cambio tipo manual,Rojo
"MINI Clubman, ","MINI Clubman, ",Cooper,18.299 €,Gasolina,07.2017,41.548 km,135 CV / 100 kW,5,Cambio tipo automático,Blanco
"Ford Fiesta, ","Ford Fiesta, ",1.4 TDCi Trend,7.799 €,Diésel,06.2011,42.278 km,70 CV / 51 kW,5,Cambio tipo manual,Gris
"Jeep Renegade, ","Jeep Renegade, ",2.0 M-Jet Limited ,16.399 €,Diésel,05.2015,42.326 km,140 CV / 103 kW,5,Cambio tipo manual,Azul
"Toyota Corolla, ","Toyota Corolla, ",2.0 Hybrid Feel,22.199 €,Híbrido,06.2019,42.602 km,179 CV / 132 kW,5,Cambio tipo automático,Rojo
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",2.0 TDI Variant Advance,18.499 €,Diésel,10.2019,42.632 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"Citroen C4 Spacetourer, ","Citroen C4 Spacetourer, ",1.5 Blue-HDi Feel,17.299 €,Diésel,01.2020,43.064 km,131 CV / 96 kW,5,Cambio tipo manual,Blanco
"Toyota RAV 4, ","Toyota RAV 4, ",2.5 Hybrid 4x2 Advance,32.499 €,Híbrido,01.2021,43.389 km,218 CV / 160 kW,5,Cambio tipo automático,Negro
"Renault Twingo, ","Renault Twingo, ",1.0 SCe Energy Zen ,8.599 €,Gasolina,08.2015,43.693 km,70 CV / 52 kW,5,Cambio tipo manual,Rojo
"Peugeot 208, ","Peugeot 208, ",1.6 Blue-HDi Allure,11.399 €,Diésel,02.2016,43.916 km,100 CV / 73 kW,5,Cambio tipo manual,Gris
"Opel Mokka, ","Opel Mokka, ",1.7 CDTI Excellence,12.699 €,Diésel,03.2014,44.408 km,130 CV / 96 kW,5,Cambio tipo automático,Gris
"Nissan Qashqai, ","Nissan Qashqai, ",1.5 dCi N-Tec,20.599 €,Diésel,01.2020,36.970 km,116 CV / 85 kW,5,Cambio tipo manual,Gris
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Style,9.299 €,Gasolina,08.2016,36.974 km,82 CV / 60 kW,5,Cambio tipo manual,Gris
"Opel Astra, ","Opel Astra, ",1.4 Selective,14.899 €,Gasolina,07.2019,37.573 km,125 CV / 92 kW,5,Cambio tipo manual,Azul
"Opel Corsa, ","Opel Corsa, ",1.3 Expression,6.899 €,Diésel,08.2012,37.647 km,75 CV / 55 kW,5,Cambio tipo manual,Gris
"Suzuki Vitara, ","Suzuki Vitara, ",1.4 BoosterJet TURBO S 4x4,17.199 €,Gasolina,08.2018,37.707 km,140 CV / 103 kW,5,Cambio tipo automático,Gris
"MINI MINI, ","MINI MINI, ",Cooper,17.899 €,Gasolina,04.2019,38.367 km,135 CV / 100 kW,5,Cambio tipo manual,Beige
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid Active,14.599 €,Híbrido,05.2019,38.420 km,75 CV / 55 kW,5,Cambio tipo automático,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.0 Style,11.299 €,Gasolina,04.2018,38.571 km,75 CV / 55 kW,5,Cambio tipo manual,Gris
"Seat Mii, ","Seat Mii, ",1.0 Chic,7.499 €,Gasolina,10.2016,38.587 km,75 CV / 55 kW,5,Cambio tipo manual,Negro
"Kia Rio, ","Kia Rio, ",1.2 Concept,11.599 €,Gasolina,12.2020,39.783 km,85 CV / 62 kW,5,Cambio tipo manual,Blanco
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.6 TDI Sport BMT,14.599 €,Diésel,09.2015,39.906 km,110 CV / 81 kW,5,Cambio tipo automático,Plata
"Opel Adam, ","Opel Adam, ",1.4 XEL Jam,8.099 €,Gasolina,04.2014,40.245 km,87 CV / 64 kW,3,Cambio tipo manual,Amarillo
"Alfa Romeo Giulietta, ","Alfa Romeo Giulietta, ",1.6 JTD Super,13.899 €,Diésel,08.2018,40.254 km,120 CV / 88 kW,5,Cambio tipo manual,Azul
"Mazda CX 3, ","Mazda CX 3, ",2.0 Skyactiv-G Evolution,17.199 €,Gasolina,11.2018,40.627 km,121 CV / 89 kW,5,Cambio tipo manual,Blanco
"Hyundai i10, ","Hyundai i10, ",1.0 Klass,8.999 €,Gasolina,03.2017,40.910 km,67 CV / 49 kW,5,Cambio tipo manual,Rojo
"MINI Clubman, ","MINI Clubman, ",Cooper,18.299 €,Gasolina,07.2017,41.548 km,135 CV / 100 kW,5,Cambio tipo automático,Blanco
"Ford Fiesta, ","Ford Fiesta, ",1.4 TDCi Trend,7.799 €,Diésel,06.2011,42.278 km,70 CV / 51 kW,5,Cambio tipo manual,Gris
"Jeep Renegade, ","Jeep Renegade, ",2.0 M-Jet Limited ,16.399 €,Diésel,05.2015,42.326 km,140 CV / 103 kW,5,Cambio tipo manual,Azul
"Toyota Corolla, ","Toyota Corolla, ",2.0 Hybrid Feel,22.199 €,Híbrido,06.2019,42.602 km,179 CV / 132 kW,5,Cambio tipo automático,Rojo
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",2.0 TDI Variant Advance,18.499 €,Diésel,10.2019,42.632 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"Citroen C4 Spacetourer, ","Citroen C4 Spacetourer, ",1.5 Blue-HDi Feel,17.299 €,Diésel,01.2020,43.064 km,131 CV / 96 kW,5,Cambio tipo manual,Blanco
"Toyota RAV 4, ","Toyota RAV 4, ",2.5 Hybrid 4x2 Advance,32.499 €,Híbrido,01.2021,43.389 km,218 CV / 160 kW,5,Cambio tipo automático,Negro
"Renault Twingo, ","Renault Twingo, ",1.0 SCe Energy Zen ,8.599 €,Gasolina,08.2015,43.693 km,70 CV / 52 kW,5,Cambio tipo manual,Rojo
"Peugeot 208, ","Peugeot 208, ",1.6 Blue-HDi Allure,11.399 €,Diésel,02.2016,43.916 km,100 CV / 73 kW,5,Cambio tipo manual,Gris
"Opel Mokka, ","Opel Mokka, ",1.7 CDTI Excellence,12.699 €,Diésel,03.2014,44.408 km,130 CV / 96 kW,5,Cambio tipo automático,Gris
"Fiat 500, ","Fiat 500, ",1.3 M-Jet Lounge,7.399 €,Diésel,02.2011,44.450 km,95 CV / 70 kW,3,Cambio tipo manual,Blanco
"Mercedes-Benz Clase B, ","Mercedes-Benz Clase B, ",200d AMG Line,28.699 €,Diésel,06.2021,44.491 km,150 CV / 110 kW,5,Cambio tipo automático,Blanco
"Toyota C-HR, ","Toyota C-HR, ",1.8 Hybrid Advance,20.899 €,Híbrido,01.2018,45.060 km,122 CV / 90 kW,5,Cambio tipo automático,Gris
"Dacia Sandero II, ","Dacia Sandero II, ",1.2 Ambiance,6.799 €,Gasolina,03.2013,45.267 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Renault Megane, ","Renault Megane, ",1.2 TCe Energy Dynamique,8.699 €,Gasolina,07.2012,45.534 km,115 CV / 85 kW,5,Cambio tipo manual,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe Stepway Comfort,10.399 €,Gasolina,10.2018,45.589 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Fiat Panda, ","Fiat Panda, ",1.2 Lounge,,Gasolina,06.2017,45.811 km,70 CV / 51 kW,5,Cambio tipo manual,Blanco
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Feel,14.099 €,Gasolina,03.2019,45.888 km,110 CV / 81 kW,5,Cambio tipo automático,Negro
"Hyundai i30 Fastback, ","Hyundai i30 Fastback, ",1.4 T-GDI Fastback NLine,18.499 €,Gasolina,07.2019,46.244 km,140 CV / 103 kW,5,Cambio tipo manual,Rojo
"Toyota Corolla, ","Toyota Corolla, ",1.8 Active,19.099 €,Híbrido,08.2021,46.555 km,122 CV / 90 kW,5,Cambio tipo automático,Blanco
"Citroen Berlingo, ","Citroen Berlingo, ",1.2 PureTech 20 Aniversario,16.599 €,Gasolina,02.2018,47.501 km,110 CV / 81 kW,4,Cambio tipo manual,Negro
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 SLE 2WD,19.899 €,Gasolina,02.2020,47.541 km,132 CV / 97 kW,5,Cambio tipo manual,Gris
"Peugeot 3008, ","Peugeot 3008, ",1.2 PureTech Allure,19.099 €,Gasolina,11.2017,47.572 km,130 CV / 96 kW,5,Cambio tipo manual,Marrón
"Toyota C-HR, ","Toyota C-HR, ",2.0 Hybrid Advance,23.799 €,Híbrido,10.2020,47.642 km,152 CV / 112 kW,5,Cambio tipo automático,Rojo
"Nissan Micra, ","Nissan Micra, ",1.0 IG-T Lifestyle,12.899 €,Gasolina,07.2019,48.440 km,101 CV / 74 kW,5,Cambio tipo manual,Blanco
"Renault Megane, ","Renault Megane, ",1.6 Dynamique,8.199 €,Gasolina,10.2011,48.461 km,110 CV / 81 kW,5,Cambio tipo manual,Gris
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 Essence BlueDrive 2WD,16.699 €,Gasolina,08.2017,48.549 km,132 CV / 97 kW,5,Cambio tipo manual,Azul
"Hyundai i20, ","Hyundai i20, ",1.2 MPI LINK,11.199 €,Gasolina,03.2018,48.848 km,85 CV / 62 kW,5,Cambio tipo manual,Gris
"Audi A3, ","Audi A3, ",1.8 TFSI Ambition,12.499 €,Gasolina,06.2012,48.937 km,160 CV / 118 kW,5,Cambio tipo manual,Blanco
"Volkswagen Golf, ","Volkswagen Golf, ",1.0 TSI Ready2Go,16.199 €,Gasolina,04.2019,49.077 km,116 CV / 85 kW,5,Cambio tipo manual,Gris
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe SL Nomada,11.099 €,Gasolina,07.2018,49.447 km,90 CV / 66 kW,5,Cambio tipo manual,Negro
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",1.2 PureTech Shine,13.799 €,Gasolina,12.2019,49.593 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Nissan Qashqai, ","Nissan Qashqai, ",1.5 Turbodiesel Acenta,16.999 €,Diésel,10.2017,49.691 km,110 CV / 81 kW,5,Cambio tipo manual,Negro
"Audi A1, ","Audi A1, ",1.0 TFSI Adrenalin,13.199 €,Gasolina,06.2016,49.821 km,95 CV / 70 kW,3,Cambio tipo manual,Gris
"Ford Ka, ","Ford Ka, ",1.2 Trend,6.899 €,Gasolina,06.2016,50.379 km,70 CV / 51 kW,3,Cambio tipo manual,Rojo
"Audi A1, ","Audi A1, ",1.6 TDI Attraction,12.899 €,Diésel,01.2015,50.654 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Peugeot 508, ","Peugeot 508, ",2.0 Blue-HDi Allure,22.599 €,Diésel,09.2019,51.265 km,163 CV / 120 kW,5,Cambio tipo automático,Gris
"Renault Kadjar, ","Renault Kadjar, ",1.5 BLUE dCi Intens,18.399 €,Diésel,11.2020,51.427 km,116 CV / 85 kW,5,Cambio tipo manual,Blanco
"Cupra Ateca, ","Cupra Ateca, ",2.0 TSI 4Drive,,Gasolina,03.2019,52.563 km,300 CV / 221 kW,5,Cambio tipo automático,Gris
"Lexus RC-Serie, ","Lexus RC-Serie, ",2.5 300h Executive,27.899 €,Híbrido,07.2016,53.016 km,223 CV / 133 kW,2,Cambio tipo automático,Negro
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost ST-Line ,15.199 €,Gasolina,06.2018,53.041 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
"Fiat 500, ","Fiat 500, ",1.2 Lounge,7.699 €,Gasolina,12.2012,53.048 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Peugeot 208, ","Peugeot 208, ",1.6 Blue-HDi Style,10.399 €,Diésel,09.2016,53.370 km,75 CV / 55 kW,5,Cambio tipo manual,Plata
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Sport BlueMotion,11.499 €,Gasolina,12.2015,53.402 km,90 CV / 66 kW,5,Cambio tipo manual,Negro
"Peugeot 2008, ","Peugeot 2008, ",1.6 Blue-HDi Allure,15.999 €,Diésel,02.2018,53.431 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Kia Rio, ","Kia Rio, ",1.2 Concept,7.399 €,Gasolina,03.2012,53.606 km,85 CV / 63 kW,3,Cambio tipo manual,Blanco
"Honda CR-V, ","Honda CR-V, ",1.6 DTEC Executive 4WD,20.999 €,Diésel,09.2017,53.651 km,160 CV / 118 kW,5,Cambio tipo automático,Blanco
"Opel Corsa, ","Opel Corsa, ",1.2 Edition,11.699 €,Gasolina,01.2020,53.705 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Fiat 500, ","Fiat 500, ",1.2 S,10.699 €,Gasolina,06.2019,53.786 km,70 CV / 51 kW,3,Cambio tipo manual,Verde
"Renault Clio, ","Renault Clio, ",1.5 dCi Energy Zen,13.199 €,Diésel,06.2017,53.814 km,90 CV / 66 kW,5,Cambio tipo automático,Rojo
"BMW Serie 2, ","BMW Serie 2, ",225xe Active Tourer PHEV iPerformance,24.199 €,Híbrido,01.2019,53.919 km,136 CV / 100 kW,5,Cambio tipo automático,Gris
"Volkswagen Polo, ","Volkswagen Polo, ",1.0 Edition,11.499 €,Gasolina,06.2018,54.061 km,75 CV / 55 kW,5,Cambio tipo manual,Gris
"Audi A4, ","Audi A4, ",S Line 35 TDI S Troic,26.099 €,Diésel,07.2019,54.386 km,150 CV / 110 kW,4,Cambio tipo automático,Gris
"Seat Altea XL, ","Seat Altea XL, ",1.2 TSI Reference Copa,8.499 €,Gasolina,06.2012,54.741 km,105 CV / 77 kW,5,Cambio tipo manual,Negro
"Fiat Panda, ","Fiat Panda, ",1.2 Lounge,8.699 €,Gasolina,06.2019,54.946 km,70 CV / 51 kW,5,Cambio tipo manual,Naranja
"Audi A3, ","Audi A3, ",35 TDI S tronic Sportback,24.499 €,Diésel,06.2019,55.387 km,150 CV / 110 kW,5,Cambio tipo automático,Rojo
"Renault Captur, ","Renault Captur, ",Zen Energy  TCe,13.899 €,Gasolina,07.2018,55.914 km,118 CV / 87 kW,5,Cambio tipo manual,Negro
"Toyota C-HR, ","Toyota C-HR, ",1.8 Hybrid Advance,20.199 €,Híbrido,05.2019,55.952 km,122 CV / 90 kW,5,Cambio tipo automático,Rojo
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.6 TDI Ready2Go,16.999 €,Diésel,05.2020,56.122 km,116 CV / 85 kW,5,Cambio tipo manual,Gris
"Renault Megane, ","Renault Megane, ",1.3 TCe Limited,15.199 €,Gasolina,05.2019,56.433 km,140 CV / 103 kW,5,Cambio tipo manual,Gris
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe SL Nomada,11.099 €,Gasolina,07.2018,49.447 km,90 CV / 66 kW,5,Cambio tipo manual,Negro
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",1.2 PureTech Shine,13.799 €,Gasolina,12.2019,49.593 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Nissan Qashqai, ","Nissan Qashqai, ",1.5 Turbodiesel Acenta,16.999 €,Diésel,10.2017,49.691 km,110 CV / 81 kW,5,Cambio tipo manual,Negro
"Audi A1, ","Audi A1, ",1.0 TFSI Adrenalin,13.199 €,Gasolina,06.2016,49.821 km,95 CV / 70 kW,3,Cambio tipo manual,Gris
"Ford Ka, ","Ford Ka, ",1.2 Trend,6.899 €,Gasolina,06.2016,50.379 km,70 CV / 51 kW,3,Cambio tipo manual,Rojo
"Audi A1, ","Audi A1, ",1.6 TDI Attraction,12.899 €,Diésel,01.2015,50.654 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Peugeot 508, ","Peugeot 508, ",2.0 Blue-HDi Allure,22.599 €,Diésel,09.2019,51.265 km,163 CV / 120 kW,5,Cambio tipo automático,Gris
"Renault Kadjar, ","Renault Kadjar, ",1.5 BLUE dCi Intens,18.399 €,Diésel,11.2020,51.427 km,116 CV / 85 kW,5,Cambio tipo manual,Blanco
"Cupra Ateca, ","Cupra Ateca, ",2.0 TSI 4Drive,,Gasolina,03.2019,52.563 km,300 CV / 221 kW,5,Cambio tipo automático,Gris
"Lexus RC-Serie, ","Lexus RC-Serie, ",2.5 300h Executive,27.899 €,Híbrido,07.2016,53.016 km,223 CV / 133 kW,2,Cambio tipo automático,Negro
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost ST-Line ,15.199 €,Gasolina,06.2018,53.041 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
"Fiat 500, ","Fiat 500, ",1.2 Lounge,7.699 €,Gasolina,12.2012,53.048 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Peugeot 208, ","Peugeot 208, ",1.6 Blue-HDi Style,10.399 €,Diésel,09.2016,53.370 km,75 CV / 55 kW,5,Cambio tipo manual,Plata
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Sport BlueMotion,11.499 €,Gasolina,12.2015,53.402 km,90 CV / 66 kW,5,Cambio tipo manual,Negro
"Peugeot 2008, ","Peugeot 2008, ",1.6 Blue-HDi Allure,15.999 €,Diésel,02.2018,53.431 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Kia Rio, ","Kia Rio, ",1.2 Concept,7.399 €,Gasolina,03.2012,53.606 km,85 CV / 63 kW,3,Cambio tipo manual,Blanco
"Honda CR-V, ","Honda CR-V, ",1.6 DTEC Executive 4WD,20.999 €,Diésel,09.2017,53.651 km,160 CV / 118 kW,5,Cambio tipo automático,Blanco
"Opel Corsa, ","Opel Corsa, ",1.2 Edition,11.699 €,Gasolina,01.2020,53.705 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Fiat 500, ","Fiat 500, ",1.2 S,10.699 €,Gasolina,06.2019,53.786 km,70 CV / 51 kW,3,Cambio tipo manual,Verde
"Renault Clio, ","Renault Clio, ",1.5 dCi Energy Zen,13.199 €,Diésel,06.2017,53.814 km,90 CV / 66 kW,5,Cambio tipo automático,Rojo
"BMW Serie 2, ","BMW Serie 2, ",225xe Active Tourer PHEV iPerformance,24.199 €,Híbrido,01.2019,53.919 km,136 CV / 100 kW,5,Cambio tipo automático,Gris
"Volkswagen Polo, ","Volkswagen Polo, ",1.0 Edition,11.499 €,Gasolina,06.2018,54.061 km,75 CV / 55 kW,5,Cambio tipo manual,Gris
"Audi A4, ","Audi A4, ",S Line 35 TDI S Troic,26.099 €,Diésel,07.2019,54.386 km,150 CV / 110 kW,4,Cambio tipo automático,Gris
"Seat Altea XL, ","Seat Altea XL, ",1.2 TSI Reference Copa,8.499 €,Gasolina,06.2012,54.741 km,105 CV / 77 kW,5,Cambio tipo manual,Negro
"Fiat Panda, ","Fiat Panda, ",1.2 Lounge,8.699 €,Gasolina,06.2019,54.946 km,70 CV / 51 kW,5,Cambio tipo manual,Naranja
"Audi A3, ","Audi A3, ",35 TDI S tronic Sportback,24.499 €,Diésel,06.2019,55.387 km,150 CV / 110 kW,5,Cambio tipo automático,Rojo
"Renault Captur, ","Renault Captur, ",Zen Energy  TCe,13.899 €,Gasolina,07.2018,55.914 km,118 CV / 87 kW,5,Cambio tipo manual,Negro
"Toyota C-HR, ","Toyota C-HR, ",1.8 Hybrid Advance,20.199 €,Híbrido,05.2019,55.952 km,122 CV / 90 kW,5,Cambio tipo automático,Rojo
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.6 TDI Ready2Go,16.999 €,Diésel,05.2020,56.122 km,116 CV / 85 kW,5,Cambio tipo manual,Gris
"Renault Megane, ","Renault Megane, ",1.3 TCe Limited,15.199 €,Gasolina,05.2019,56.433 km,140 CV / 103 kW,5,Cambio tipo manual,Gris
"Renault Clio, ","Renault Clio, ",0.9 Energy Limited,10.999 €,Gasolina,10.2018,56.889 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Kia pro_cee'd, ","Kia pro_cee'd, ",1.4 Concept,8.199 €,Gasolina,06.2013,57.161 km,100 CV / 73 kW,3,Cambio tipo manual,Blanco
"Renault Captur, ","Renault Captur, ",1.3 TCe Zen,16.199 €,Gasolina,04.2019,57.419 km,150 CV / 110 kW,5,Cambio tipo automático,Rojo
"Dacia Duster II, ","Dacia Duster II, ",1.6 Prestige,14.899 €,Gasolina,02.2019,57.598 km,114 CV / 84 kW,5,Cambio tipo manual,Dorado
"Opel Meriva, ","Opel Meriva, ",1.4 Selective,9.799 €,Gasolina,09.2016,57.664 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Kia Rio, ","Kia Rio, ",1.2 Concept,9.199 €,Gasolina,08.2015,58.011 km,85 CV / 62 kW,5,Cambio tipo manual,Blanco
"Renault Kadjar, ","Renault Kadjar, ",1.5 dCi Energy Tech Road,16.099 €,Diésel,03.2018,58.184 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Peugeot 308, ","Peugeot 308, ",1.6 Blue-HDi Style,11.999 €,Diésel,11.2016,58.249 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Smart ForTwo, ","Smart ForTwo, ",0.9 Turbo Basis passion,11.399 €,Gasolina,04.2017,58.253 km,90 CV / 66 kW,3,Cambio tipo automático,Gris
"Ford B-Max, ","Ford B-Max, ",1.0 EcoBoost Trend,10.699 €,Gasolina,06.2017,58.970 km,100 CV / 74 kW,5,Cambio tipo manual,Gris
"Hyundai i20 Active, ","Hyundai i20 Active, ",1.0 TDGI Link BlueDrive,12.199 €,Gasolina,11.2017,59.105 km,101 CV / 74 kW,5,Cambio tipo manual,Blanco
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost Business,11.899 €,Gasolina,07.2016,59.424 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
"Renault Koleos, ","Renault Koleos, ",2.0 dCi Zen X-Tronic,21.899 €,Diésel,11.2017,59.527 km,177 CV / 130 kW,5,Cambio tipo automático,Negro
