Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color
"Mercedes-Benz Clase A, ","Mercedes-Benz Clase A, ",A 200 CDI BlueEfficiency Urban,16.299 €,Diésel,10.2013,96.636 km,135 CV / 100 kW,5,Cambio tipo automático,Gris
"Citroen C 3, ","Citroen C 3, ",1.2 VTi Pure Tech Feel Edition,,Gasolina,12.2016,96.706 km,82 CV / 60 kW,5,Cambio tipo manual,Rojo
"Nissan Qashqai, ","Nissan Qashqai, ",1.2 Acenta,12.699 €,Gasolina,06.2014,97.139 km,115 CV / 85 kW,5,Cambio tipo manual,Blanco
"Peugeot 308, ","Peugeot 308, ",1.6 Blue-HDi Style,11.499 €,Diésel,01.2016,97.201 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Peugeot 5008, ","Peugeot 5008, ",1.5 Blue-HDi GT Line,23.299 €,Diésel,05.2018,97.280 km,131 CV / 96 kW,5,Cambio tipo automático,Azul
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Active,8.899 €,Gasolina,01.2016,97.321 km,82 CV / 60 kW,5,Cambio tipo manual,Plata
"Lexus IS-Serie, ","Lexus IS-Serie, ",300h,,Híbrido,06.2014,94.610 km,180 CV / 133 kW,4,Cambio tipo automático,Gris
"Seat Ibiza, ","Seat Ibiza, ",1.2 TSI Style,9.999 €,Gasolina,06.2017,94.645 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Peugeot 2008, ","Peugeot 2008, ",1.6 Blue-HDi Allure,15.599 €,Diésel,04.2018,94.674 km,120 CV / 88 kW,5,Cambio tipo manual,Rojo
"Citroen C4, ","Citroen C4, ",1.6 VTi Seduction,,Gasolina,11.2011,94.724 km,120 CV / 88 kW,5,Cambio tipo manual,Azul
"Opel Insignia, ","Opel Insignia, ",2.0 CDTI Selective,,Diésel,02.2014,94.912 km,120 CV / 88 kW,5,Cambio tipo manual,Marrón
"Peugeot Partner, ","Peugeot Partner, ",1.6 Blue-HDi Tepee Style,14.199 €,Diésel,03.2017,95.002 km,100 CV / 73 kW,5,Cambio tipo manual,Blanco
"Peugeot Partner, ","Peugeot Partner, ",1.6 Blue-HDi Tepee Style,14.199 €,Diésel,03.2017,95.002 km,100 CV / 73 kW,5,Cambio tipo manual,Blanco
"Hyundai Tucson, ","Hyundai Tucson, ",2.0 CRDi Go Sky 4x2,19.199 €,Diésel,05.2018,95.015 km,135 CV / 100 kW,5,Cambio tipo manual,Blanco
"Dacia Duster II, ","Dacia Duster II, ",1.5 dCi Ambiance,13.999 €,Diésel,07.2018,95.163 km,110 CV / 80 kW,5,Cambio tipo manual,Gris
"Kia Stonic, ","Kia Stonic, ",1.2 Drive,13.199 €,Gasolina,05.2019,95.214 km,85 CV / 62 kW,5,Cambio tipo manual,Gris
"Volkswagen Polo, ","Volkswagen Polo, ",1.6 TDI Advance,8.999 €,Diésel,06.2013,95.805 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Kia cee'd, ","Kia cee'd, ",1.4 X-Tech,12.599 €,Gasolina,05.2018,95.860 km,100 CV / 73 kW,5,Cambio tipo manual,Blanco
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Advance BlueMotion,11.999 €,Gasolina,08.2016,96.003 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Mitsubishi ASX, ","Mitsubishi ASX, ",1.6 MPI Motion 2WD,,Gasolina,04.2017,96.073 km,117 CV / 86 kW,5,Cambio tipo manual,Rojo
"BMW Serie 3, ","BMW Serie 3, ",318d,18.199 €,Diésel,03.2017,96.108 km,150 CV / 110 kW,4,Cambio tipo manual,Gris
"Fiat 500, ","Fiat 500, ",1.2 Lounge,9.099 €,Gasolina,11.2017,96.350 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Nissan X-Trail, ","Nissan X-Trail, ",1.6 dCi Tekna,,Diésel,07.2017,96.398 km,130 CV / 96 kW,5,Cambio tipo automático,Gris
"Toyota Auris Touring Sports, ","Toyota Auris Touring Sports, ",1.6 Active,11.699 €,Gasolina,05.2015,96.436 km,132 CV / 97 kW,5,Cambio tipo manual,Blanco
"Volkswagen T-Roc, ","Volkswagen T-Roc, ",1.6 TDI Advance,,Diésel,02.2019,96.526 km,116 CV / 85 kW,5,Cambio tipo manual,Blanco
"Mercedes-Benz Clase A, ","Mercedes-Benz Clase A, ",A 200 CDI BlueEfficiency Urban,16.299 €,Diésel,10.2013,96.636 km,135 CV / 100 kW,5,Cambio tipo automático,Gris
"Citroen C 3, ","Citroen C 3, ",1.2 VTi Pure Tech Feel Edition,,Gasolina,12.2016,96.706 km,82 CV / 60 kW,5,Cambio tipo manual,Rojo
"Nissan Qashqai, ","Nissan Qashqai, ",1.2 Acenta,12.699 €,Gasolina,06.2014,97.139 km,115 CV / 85 kW,5,Cambio tipo manual,Blanco
"Peugeot 308, ","Peugeot 308, ",1.6 Blue-HDi Style,11.499 €,Diésel,01.2016,97.201 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Peugeot 5008, ","Peugeot 5008, ",1.5 Blue-HDi GT Line,23.299 €,Diésel,05.2018,97.280 km,131 CV / 96 kW,5,Cambio tipo automático,Azul
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Active,8.899 €,Gasolina,01.2016,97.321 km,82 CV / 60 kW,5,Cambio tipo manual,Plata
"Fiat 500, ","Fiat 500, ",1.2 Lounge,6.499 €,Gasolina,10.2011,97.324 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Lexus CT-Serie, ","Lexus CT-Serie, ",CT 200h Executive,,Híbrido,04.2017,97.750 km,100 CV / 73 kW,5,Cambio tipo automático,Gris
"Ford Fiesta, ","Ford Fiesta, ",1.1 Trend,10.799 €,Gasolina,10.2018,97.827 km,85 CV / 63 kW,5,Cambio tipo manual,Gris
"Renault Kangoo, ","Renault Kangoo, ",1.5 dCi Extrem,11.599 €,Diésel,10.2015,97.952 km,90 CV / 66 kW,5,Cambio tipo manual,Rojo
"Toyota Auris, ","Toyota Auris, ",1.2 Turbo Active,12.499 €,Gasolina,06.2016,97.977 km,115 CV / 85 kW,5,Cambio tipo manual,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.0 VVT-i City,9.799 €,Gasolina,04.2017,98.139 km,70 CV / 51 kW,5,Cambio tipo manual,Blanco
"Citroen C 3, ","Citroen C 3, ",1.4 Collection,6.899 €,Gasolina,06.2012,98.198 km,73 CV / 54 kW,5,Cambio tipo manual,Blanco
"Mitsubishi Outlander, ","Mitsubishi Outlander, ",PHEV Motion 4WD,24.399 €,Híbrido,09.2018,98.257 km,135 CV / 99 kW,5,Cambio tipo automático,Blanco
"Opel Insignia, ","Opel Insignia, ",1.6 CDTI DPF Excellence,13.999 €,Diésel,04.2017,98.563 km,136 CV / 100 kW,5,Cambio tipo manual,Marrón
"Volvo XC 70, ","Volvo XC 70, ",2.0 D4 Momentum 2WD,21.999 €,Diésel,07.2016,98.594 km,180 CV / 133 kW,5,Cambio tipo automático,Azul
"Peugeot Partner, ","Peugeot Partner, ",1.6 Blue-HDi Tepee Adventure Edition,,Diésel,05.2018,98.782 km,100 CV / 73 kW,5,Cambio tipo manual,Gris
"Mercedes-Benz Clase GLC, ","Mercedes-Benz Clase GLC, ",GLC 220,33.499 €,Diésel,06.2018,98.795 km,170 CV / 125 kW,5,Cambio tipo automático,Negro
"Opel Insignia Sports Tourer, ","Opel Insignia Sports Tourer, ",1.6 CDTI Selective,16.399 €,Diésel,12.2019,98.879 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Renault Captur, ","Renault Captur, ",Zen Energy TCe ,14.599 €,Gasolina,04.2018,98.907 km,120 CV / 88 kW,5,Cambio tipo automático,Blanco
"Audi Q5, ","Audi Q5, ",2.0 TDI Ambiente quattro,21.499 €,Diésel,05.2014,99.020 km,177 CV / 130 kW,5,Cambio tipo automático,Gris
"Renault Megane, ","Renault Megane, ",1.2 GT-Style,9.099 €,Gasolina,08.2013,99.054 km,115 CV / 85 kW,5,Cambio tipo manual,Negro
"Nissan Micra, ","Nissan Micra, ",1.2 Acenta,7.799 €,Gasolina,03.2017,99.125 km,80 CV / 59 kW,5,Cambio tipo manual,Gris
"BMW Serie 4, ","BMW Serie 4, ",420d Gran Coupé M,,Diésel,07.2015,99.144 km,190 CV / 140 kW,4,Cambio tipo automático,Negro
"Renault Scenic, ","Renault Scenic, ",1.2 Limited,10.599 €,Gasolina,02.2016,99.248 km,115 CV / 85 kW,5,Cambio tipo manual,Azul
"Audi Q2, ","Audi Q2, ",30 TDI Design,20.599 €,Diésel,11.2018,99.518 km,116 CV / 85 kW,5,Cambio tipo manual,Blanco
"Kia Stonic, ","Kia Stonic, ",1.0 TGDI Drive,13.399 €,Gasolina,10.2018,99.950 km,101 CV / 74 kW,5,Cambio tipo manual,Negro
"Renault Grand Scenic, ","Renault Grand Scenic, ",Energy Dynamique,,Diésel,07.2012,99.967 km,130 CV / 96 kW,5,Cambio tipo manual,Gris
"Lexus NX-Serie, ","Lexus NX-Serie, ",NX 300h Business,25.799 €,Híbrido,08.2018,100.174 km,155 CV / 114 kW,5,Cambio tipo automático,Blanco
"Seat Altea XL, ","Seat Altea XL, ",1.6 TDI Style,8.799 €,Diésel,06.2013,100.327 km,105 CV / 77 kW,5,Cambio tipo manual,Negro
"Hyundai Elantra, ","Hyundai Elantra, ",1.6 MPI Tecno,12.499 €,Gasolina,09.2017,100.346 km,128 CV / 94 kW,4,Cambio tipo manual,Azul
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",1.2 PureTech Feel,9.599 €,Gasolina,03.2015,100.375 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Ford Ka, ","Ford Ka, ",1.2 Trend,7.599 €,Gasolina,02.2016,100.542 km,70 CV / 51 kW,3,Cambio tipo manual,Rojo
"Peugeot Partner, ","Peugeot Partner, ",1.6 Blue-HDi Style ,14.899 €,Diésel,10.2017,100.550 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Sport BlueMotion,,Gasolina,04.2017,100.575 km,90 CV / 66 kW,5,Cambio tipo manual,Negro
"Audi A3, ","Audi A3, ",1.4 TFSI Ambition ultra,17.099 €,Gasolina,11.2015,100.670 km,150 CV / 110 kW,5,Cambio tipo manual,Blanco
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.8 TSI 4Motion BlueMotion,18.999 €,Gasolina,04.2016,100.771 km,180 CV / 132 kW,5,Cambio tipo automático,Gris
"Renault Clio, ","Renault Clio, ",1.2 Authentique,7.499 €,Gasolina,05.2015,100.792 km,73 CV / 54 kW,5,Cambio tipo manual,Blanco
"Ford C-Max, ","Ford C-Max, ",1.0 EcoBoost Trend,8.899 €,Gasolina,03.2013,100.875 km,125 CV / 92 kW,5,Cambio tipo manual,Rojo
"Toyota RAV 4, ","Toyota RAV 4, ",2.5 Hybrid Advance 4x2,27.199 €,Híbrido,05.2019,101.038 km,218 CV / 131 kW,5,Cambio tipo automático,Gris
"Mitsubishi Outlander, ","Mitsubishi Outlander, ",2.0 Kaiteki PHEV,17.899 €,Híbrido,06.2015,101.120 km,150 CV / 110 kW,5,Cambio tipo automático,Blanco
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.4 TSI Advance,,Gasolina,07.2018,101.195 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
"Peugeot 208, ","Peugeot 208, ",1.6 Blue-HDi Allure,10.499 €,Diésel,05.2016,101.337 km,100 CV / 73 kW,5,Cambio tipo manual,Gris
"Ford Tourneo Connect, ","Ford Tourneo Connect, ",1.5 TDCi Titanium,18.599 €,Diésel,03.2017,101.354 km,120 CV / 88 kW,5,Cambio tipo automático,Gris
"Peugeot 207, ","Peugeot 207, ",1.6 CC VTi,7.299 €,Gasolina,07.2012,101.592 km,120 CV / 88 kW,2,Cambio tipo manual,Blanco
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Cite,9.199 €,Gasolina,02.2017,101.623 km,70 CV / 51 kW,5,Cambio tipo manual,Rojo
"Peugeot 3008, ","Peugeot 3008, ",1.2 PureTech Style,,Gasolina,12.2015,101.863 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Toyota Auris, ","Toyota Auris, ",1.6 Active,10.199 €,Gasolina,02.2015,101.995 km,132 CV / 97 kW,5,Cambio tipo manual,Blanco
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Feel,9.799 €,Gasolina,04.2017,102.100 km,82 CV / 60 kW,5,Cambio tipo manual,Rojo
"BMW Serie 1, ","BMW Serie 1, ",118i,19.399 €,Gasolina,05.2019,102.203 km,135 CV / 100 kW,5,Cambio tipo automático,Blanco
"Toyota RAV 4, ","Toyota RAV 4, ",2.5 Hybrid Advance Hybrid 2WD,21.299 €,Híbrido,08.2016,102.299 km,152 CV / 114 kW,5,Cambio tipo automático,Negro
"Seat León, ","Seat León, ",1.2 TSI Reference,,Gasolina,06.2015,102.543 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Land Rover Evoque, ","Land Rover Evoque, ",2.2 Sd4 Pure,22.599 €,Diésel,03.2014,102.744 km,190 CV / 140 kW,5,Cambio tipo automático,Negro
"Hyundai Kona, ","Hyundai Kona, ",1.6 CRDi Tecno 2WD,,Diésel,05.2019,102.978 km,116 CV / 85 kW,5,Cambio tipo manual,Verde
"Opel Corsa, ","Opel Corsa, ",1.3 CDTI Selective,,Diésel,09.2017,103.068 km,95 CV / 70 kW,5,Cambio tipo manual,Gris
"Kia Sportage, ","Kia Sportage, ",2.0 CRDi Drive 4x4,14.799 €,Diésel,03.2015,103.304 km,135 CV / 100 kW,5,Cambio tipo manual,Blanco
"Kia Stonic, ","Kia Stonic, ",1.0 TGDI Drive,13.399 €,Gasolina,10.2018,99.950 km,101 CV / 74 kW,5,Cambio tipo manual,Negro
"Renault Grand Scenic, ","Renault Grand Scenic, ",Energy Dynamique,,Diésel,07.2012,99.967 km,130 CV / 96 kW,5,Cambio tipo manual,Gris
"Lexus NX-Serie, ","Lexus NX-Serie, ",NX 300h Business,25.799 €,Híbrido,08.2018,100.174 km,155 CV / 114 kW,5,Cambio tipo automático,Blanco
"Seat Altea XL, ","Seat Altea XL, ",1.6 TDI Style,8.799 €,Diésel,06.2013,100.327 km,105 CV / 77 kW,5,Cambio tipo manual,Negro
"Hyundai Elantra, ","Hyundai Elantra, ",1.6 MPI Tecno,12.499 €,Gasolina,09.2017,100.346 km,128 CV / 94 kW,4,Cambio tipo manual,Azul
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",1.2 PureTech Feel,9.599 €,Gasolina,03.2015,100.375 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Ford Ka, ","Ford Ka, ",1.2 Trend,7.599 €,Gasolina,02.2016,100.542 km,70 CV / 51 kW,3,Cambio tipo manual,Rojo
"Peugeot Partner, ","Peugeot Partner, ",1.6 Blue-HDi Style ,14.899 €,Diésel,10.2017,100.550 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Sport BlueMotion,,Gasolina,04.2017,100.575 km,90 CV / 66 kW,5,Cambio tipo manual,Negro
"Audi A3, ","Audi A3, ",1.4 TFSI Ambition ultra,17.099 €,Gasolina,11.2015,100.670 km,150 CV / 110 kW,5,Cambio tipo manual,Blanco
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.8 TSI 4Motion BlueMotion,18.999 €,Gasolina,04.2016,100.771 km,180 CV / 132 kW,5,Cambio tipo automático,Gris
"Renault Clio, ","Renault Clio, ",1.2 Authentique,7.499 €,Gasolina,05.2015,100.792 km,73 CV / 54 kW,5,Cambio tipo manual,Blanco
"Ford C-Max, ","Ford C-Max, ",1.0 EcoBoost Trend,8.899 €,Gasolina,03.2013,100.875 km,125 CV / 92 kW,5,Cambio tipo manual,Rojo
"Toyota RAV 4, ","Toyota RAV 4, ",2.5 Hybrid Advance 4x2,27.199 €,Híbrido,05.2019,101.038 km,218 CV / 131 kW,5,Cambio tipo automático,Gris
"Mitsubishi Outlander, ","Mitsubishi Outlander, ",2.0 Kaiteki PHEV,17.899 €,Híbrido,06.2015,101.120 km,150 CV / 110 kW,5,Cambio tipo automático,Blanco
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.4 TSI Advance,,Gasolina,07.2018,101.195 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
"Peugeot 208, ","Peugeot 208, ",1.6 Blue-HDi Allure,10.499 €,Diésel,05.2016,101.337 km,100 CV / 73 kW,5,Cambio tipo manual,Gris
"Ford Tourneo Connect, ","Ford Tourneo Connect, ",1.5 TDCi Titanium,18.599 €,Diésel,03.2017,101.354 km,120 CV / 88 kW,5,Cambio tipo automático,Gris
"Peugeot 207, ","Peugeot 207, ",1.6 CC VTi,7.299 €,Gasolina,07.2012,101.592 km,120 CV / 88 kW,2,Cambio tipo manual,Blanco
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Cite,9.199 €,Gasolina,02.2017,101.623 km,70 CV / 51 kW,5,Cambio tipo manual,Rojo
"Peugeot 3008, ","Peugeot 3008, ",1.2 PureTech Style,,Gasolina,12.2015,101.863 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Toyota Auris, ","Toyota Auris, ",1.6 Active,10.199 €,Gasolina,02.2015,101.995 km,132 CV / 97 kW,5,Cambio tipo manual,Blanco
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Feel,9.799 €,Gasolina,04.2017,102.100 km,82 CV / 60 kW,5,Cambio tipo manual,Rojo
"BMW Serie 1, ","BMW Serie 1, ",118i,19.399 €,Gasolina,05.2019,102.203 km,135 CV / 100 kW,5,Cambio tipo automático,Blanco
"Toyota RAV 4, ","Toyota RAV 4, ",2.5 Hybrid Advance Hybrid 2WD,21.299 €,Híbrido,08.2016,102.299 km,152 CV / 114 kW,5,Cambio tipo automático,Negro
"Seat León, ","Seat León, ",1.2 TSI Reference,,Gasolina,06.2015,102.543 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Land Rover Evoque, ","Land Rover Evoque, ",2.2 Sd4 Pure,22.599 €,Diésel,03.2014,102.744 km,190 CV / 140 kW,5,Cambio tipo automático,Negro
"Hyundai Kona, ","Hyundai Kona, ",1.6 CRDi Tecno 2WD,,Diésel,05.2019,102.978 km,116 CV / 85 kW,5,Cambio tipo manual,Verde
"Opel Corsa, ","Opel Corsa, ",1.3 CDTI Selective,,Diésel,09.2017,103.068 km,95 CV / 70 kW,5,Cambio tipo manual,Gris
"Kia Sportage, ","Kia Sportage, ",2.0 CRDi Drive 4x4,14.799 €,Diésel,03.2015,103.304 km,135 CV / 100 kW,5,Cambio tipo manual,Blanco
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",1.6 Blue-HDi Shine,10.099 €,Diésel,11.2014,103.738 km,100 CV / 73 kW,5,Cambio tipo manual,Marrón
"Volkswagen Tiguan, ","Volkswagen Tiguan, ",2.0 TDI T1 Sport BlueMotion 4x2,13.899 €,Diésel,06.2012,103.744 km,140 CV / 103 kW,5,Cambio tipo manual,Blanco
"Ford Kuga, ","Ford Kuga, ",1.5 EcoBoost ST-Line Limited Edition,19.699 €,Gasolina,07.2019,103.780 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"Audi A3, ","Audi A3, ",1.6 TDI Attraction,14.299 €,Diésel,01.2016,103.803 km,110 CV / 81 kW,5,Cambio tipo manual,Negro
"Seat Ibiza, ","Seat Ibiza, ",1.4 Good Stuff,7.299 €,Gasolina,05.2011,104.055 km,85 CV / 63 kW,5,Cambio tipo manual,Plata
"Chevrolet Orlando, ","Chevrolet Orlando, ",1.8 LT +,9.299 €,Gasolina,08.2011,104.122 km,140 CV / 104 kW,5,Cambio tipo manual,Gris
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Feel,10.599 €,Gasolina,06.2019,104.160 km,82 CV / 60 kW,5,Cambio tipo manual,Gris
"Ford Fiesta, ","Ford Fiesta, ",1.5 TDCi Trend,,Diésel,04.2014,104.168 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Volkswagen Tiguan, ","Volkswagen Tiguan, ",2.0 TDI BlueMotion T1 4x2,14.699 €,Diésel,10.2014,104.240 km,110 CV / 81 kW,5,Cambio tipo manual,Beige
"Citroen C-Elysée, ","Citroen C-Elysée, ",1.5 Blue-HDi Shine,,Diésel,06.2019,104.453 km,102 CV / 75 kW,4,Cambio tipo manual,Blanco
"Opel Mokka X, ","Opel Mokka X, ",1.4 Turbo Innovation 4x2,14.699 €,Gasolina,01.2019,104.667 km,140 CV / 103 kW,5,Cambio tipo manual,Negro
"Seat Ibiza, ","Seat Ibiza, ",1.2 Reference,,Gasolina,06.2015,104.706 km,70 CV / 51 kW,3,Cambio tipo manual,Rojo
"Peugeot 208, ","Peugeot 208, ",1.2 VTi Active,7.699 €,Gasolina,06.2013,105.343 km,82 CV / 60 kW,5,Cambio tipo manual,Beige
"MINI Cabrio, ","MINI Cabrio, ",Cooper D,16.599 €,Diésel,05.2016,105.498 km,115 CV / 85 kW,2,Cambio tipo manual,Verde
"Peugeot 508, ","Peugeot 508, ",2.0 HDi Allure,9.799 €,Diésel,02.2013,105.696 km,140 CV / 103 kW,4,Cambio tipo manual,Negro
"Toyota Yaris, ","Toyota Yaris, ",1.5 Active,12.399 €,Gasolina,01.2019,105.976 km,110 CV / 82 kW,3,Cambio tipo manual,Blanco
"Toyota Auris Touring Sports, ","Toyota Auris Touring Sports, ",1.2 Active,12.799 €,Gasolina,04.2017,106.368 km,115 CV / 85 kW,5,Cambio tipo manual,Blanco
"Opel Insignia, ","Opel Insignia, ",1.4 Turbo Selective,10.299 €,Gasolina,10.2014,106.472 km,140 CV / 103 kW,5,Cambio tipo manual,Verde
"Renault Clio, ","Renault Clio, ",1.5 dCi Energy Limited,10.799 €,Diésel,11.2016,106.541 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Peugeot 2008, ","Peugeot 2008, ",1.2 PureTech Allure,13.399 €,Gasolina,01.2017,106.643 km,110 CV / 81 kW,5,Cambio tipo manual,Gris
"Seat León, ","Seat León, ",1.4 TSI Style Copa,8.299 €,Gasolina,07.2011,106.731 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
"Peugeot 3008, ","Peugeot 3008, ",2.0 Blue-HDi GT Line,22.099 €,Diésel,03.2018,106.910 km,150 CV / 110 kW,5,Cambio tipo manual,Rojo
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 GDI BlueDrive Essence 2WD,16.899 €,Gasolina,10.2019,106.944 km,132 CV / 97 kW,5,Cambio tipo manual,Azul
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.4 GTE BlueMotion 245cv ,,Híbrido,12.2019,106.975 km,150 CV / 110 kW,5,Cambio tipo automático,Blanco
"Peugeot 308, ","Peugeot 308, ",1.6 Blue-HDi Style,10.099 €,Diésel,05.2015,107.151 km,100 CV / 73 kW,5,Cambio tipo manual,Gris
"Seat León, ","Seat León, ",2.0 TDI FR Edition,17.299 €,Diésel,01.2019,107.645 km,150 CV / 110 kW,5,Cambio tipo automático,Naranja
"Nissan Qashqai, ","Nissan Qashqai, ",1.3 DIG-T Acenta,17.199 €,Gasolina,11.2018,107.677 km,140 CV / 103 kW,5,Cambio tipo manual,Blanco
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",1.2 PureTech Feel,10.499 €,Gasolina,08.2017,107.704 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Audi A1, ","Audi A1, ",1.6 TDI Stronic  Adrenalin Sportback,,Diésel,09.2016,107.713 km,116 CV / 85 kW,5,Cambio tipo automático,Blanco
"Citroen C4 Cactus, ","Citroen C4 Cactus, ", e-HDi Shine,,Diésel,11.2014,107.897 km,92 CV / 68 kW,5,Semi-automático,Rojo
"Mercedes-Benz Clase CLA, ","Mercedes-Benz Clase CLA, ",CLA 200 Shooting Brake,,Diésel,03.2015,108.277 km,135 CV / 100 kW,5,Cambio tipo automático,Plata
"Volkswagen Jetta, ","Volkswagen Jetta, ",1.6 TDI Sport,9.899 €,Diésel,11.2011,108.427 km,105 CV / 77 kW,4,Cambio tipo automático,Gris
"Peugeot 3008, ","Peugeot 3008, ",2.0 Blue-HDi GT Line,21.999 €,Diésel,08.2018,108.466 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"Opel Zafira Tourer, ","Opel Zafira Tourer, ",1.4 Turbo Expression,,Gasolina,11.2014,108.591 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Hyundai i20, ","Hyundai i20, ",1.2 Klass,8.299 €,Gasolina,12.2015,108.853 km,85 CV / 62 kW,5,Cambio tipo manual,Blanco
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",1.2 PureTech Shine,,Gasolina,06.2018,109.045 km,110 CV / 81 kW,5,Cambio tipo automático,Azul
"Peugeot 308, ","Peugeot 308, ",1.6 Blue-HDi Style,10.599 €,Diésel,12.2016,109.397 km,100 CV / 73 kW,5,Cambio tipo manual,Blanco
"Volkswagen Polo, ","Volkswagen Polo, ",1.2 TSI Sport BlueMotion,11.199 €,Gasolina,07.2017,109.464 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Dacia Dokker, ","Dacia Dokker, ",1.5 DCi Ambiance,9.999 €,Diésel,03.2016,109.479 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Peugeot 5008, ","Peugeot 5008, ",1.5 Blue-HDi Allure,22.599 €,Diésel,09.2019,109.526 km,130 CV / 96 kW,5,Cambio tipo automático,Blanco
"BMW X1, ","BMW X1, ",xDrive 20d,24.499 €,Diésel,02.2018,109.556 km,190 CV / 140 kW,5,Cambio tipo automático,Gris
"Seat León, ","Seat León, ",1.6 TDI Style,9.899 €,Diésel,07.2014,109.633 km,105 CV / 77 kW,5,Cambio tipo manual,Blanco
"Fiat Panda, ","Fiat Panda, ",1.2 Lounge,6.399 €,Gasolina,10.2012,109.687 km,70 CV / 51 kW,5,Cambio tipo manual,Blanco
"MINI Countryman, ","MINI Countryman, ",Cooper S ALL4,13.199 €,Gasolina,02.2011,109.909 km,185 CV / 135 kW,5,Cambio tipo automático,Blanco
"Kia Rio, ","Kia Rio, ",1.1 CRDi Tech,,Diésel,03.2017,109.917 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Seat León, ","Seat León, ",1.4 TSI Style Copa,8.299 €,Gasolina,07.2011,106.731 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
"Peugeot 3008, ","Peugeot 3008, ",2.0 Blue-HDi GT Line,22.099 €,Diésel,03.2018,106.910 km,150 CV / 110 kW,5,Cambio tipo manual,Rojo
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 GDI BlueDrive Essence 2WD,16.899 €,Gasolina,10.2019,106.944 km,132 CV / 97 kW,5,Cambio tipo manual,Azul
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.4 GTE BlueMotion 245cv ,,Híbrido,12.2019,106.975 km,150 CV / 110 kW,5,Cambio tipo automático,Blanco
"Peugeot 308, ","Peugeot 308, ",1.6 Blue-HDi Style,10.099 €,Diésel,05.2015,107.151 km,100 CV / 73 kW,5,Cambio tipo manual,Gris
"Seat León, ","Seat León, ",2.0 TDI FR Edition,17.299 €,Diésel,01.2019,107.645 km,150 CV / 110 kW,5,Cambio tipo automático,Naranja
"Nissan Qashqai, ","Nissan Qashqai, ",1.3 DIG-T Acenta,17.199 €,Gasolina,11.2018,107.677 km,140 CV / 103 kW,5,Cambio tipo manual,Blanco
